case,cohort,uma,deck,base_seed,run,variant,rule_seed,score,skill_pt,rmj_ok,free_race_ok,friend_all,five,error
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200,10821448180710169504,64881,7880,3,true,true,3285/1070/2039/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1,10821448180710169504,64881,7880,3,true,true,3285/1070/2039/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1-supermode3,10821448180710169504,64881,7880,3,true,true,3285/1070/2039/1375/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,5,ptblend200-capd0-rgn1-supermode1,10821448180710169504,64774,7866,3,true,true,3337/821/1805/1751/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,base,3733129003601523956,68324,8321,3,true,true,3337/963/1913/1962/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200,3733129003601523956,66897,8252,3,true,true,3337/965/1997/1880/2264,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1,3733129003601523956,66897,8252,3,true,true,3337/965/1997/1880/2264,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1-supermode3,3733129003601523956,66897,8252,3,true,true,3337/965/1997/1880/2264,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,6,ptblend200-capd0-rgn1-supermode1,3733129003601523956,66605,8247,3,true,true,3337/965/1924/1673/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,base,8032198988445459600,69700,8327,3,true,true,3337/1040/2192/1849/2309,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200,8032198988445459600,69284,8303,3,true,true,3231/1040/2112/2056/2309,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1,8032198988445459600,69284,8303,3,true,true,3231/1040/2112/2056/2309,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1-supermode3,8032198988445459600,69284,8303,3,true,true,3231/1040/2112/2056/2309,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,7,ptblend200-capd0-rgn1-supermode1,8032198988445459600,69284,8303,3,true,true,3231/1040/2112/2056/2309,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,base,11710222705336485585,68470,8333,3,true,true,3214/1112/2200/1615/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200,11710222705336485585,67797,8348,3,true,true,3337/1017/2089/1488/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1,11710222705336485585,67797,8348,3,true,true,3337/1017/2089/1488/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1-supermode3,11710222705336485585,67797,8348,3,true,true,3337/1017/2089/1488/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,8,ptblend200-capd0-rgn1-supermode1,11710222705336485585,67822,8339,3,true,true,3286/1176/2173/1284/2445,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,base,2697512405107248229,70044,8650,3,true,true,3337/1265/2200/1492/2376,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200,2697512405107248229,70775,8704,3,true,true,3337/1298/2200/1548/2403,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1,2697512405107248229,70775,8704,3,true,true,3337/1298/2200/1548/2403,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1-supermode3,2697512405107248229,70775,8704,3,true,true,3337/1298/2200/1548/2403,
sta0_wis2,preset,106402,302754/303144/302714/303064/302894/303054,917826000,9,ptblend200-capd0-rgn1-supermode1,2697512405107248229,70775,8704,3,true,true,3337/1298/2200/1548/2403,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,base,14419413606146738552,65890,8436,3,true,true,3337/2249/1973/1165/1404,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200,14419413606146738552,65020,8313,3,true,true,3337/2275/1988/1148/1163,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1,14419413606146738552,65020,8313,3,true,true,3337/2275/1988/1148/1163,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1-supermode3,14419413606146738552,65020,8313,3,true,true,3337/2275/1988/1148/1163,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,0,ptblend200-capd0-rgn1-supermode1,14419413606146738552,64740,8321,3,true,true,3337/2331/1789/1286/1145,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,base,12373669561848944251,65051,8347,3,true,true,3337/2118/1902/1089/1614,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200,12373669561848944251,65236,8387,3,true,true,3337/2232/1829/1201/1428,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1,12373669561848944251,65236,8387,3,true,true,3337/2232/1829/1201/1428,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1-supermode3,12373669561848944251,65236,8387,3,true,true,3337/2232/1829/1201/1428,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,1,ptblend200-capd0-rgn1-supermode1,12373669561848944251,65236,8387,3,true,true,3337/2232/1829/1201/1428,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,base,12486764532719229872,67110,8562,3,true,true,3337/2184/2191/1051/1482,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200,12486764532719229872,69104,8815,3,true,true,3337/2400/2200/1134/1307,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1,12486764532719229872,69104,8815,3,true,true,3337/2400/2200/1134/1307,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1-supermode3,12486764532719229872,69104,8815,3,true,true,3337/2400/2200/1134/1307,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,2,ptblend200-capd0-rgn1-supermode1,12486764532719229872,69104,8815,3,true,true,3337/2400/2200/1134/1307,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,base,12940102340095854509,65905,8615,3,true,true,3272/2074/2056/996/1771,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1-supermode3,12940102340095854509,66177,8609,3,true,true,3209/2271/2040/1108/1590,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,3,ptblend200-capd0-rgn1-supermode1,12940102340095854509,66463,8595,3,true,true,3331/2287/1933/1194/1404,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,base,8873282998567483677,67372,8878,3,true,true,3337/2118/2200/1082/1526,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200,8873282998567483677,67439,8701,3,true,true,3337/2264/2200/1143/1338,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1,8873282998567483677,67439,8701,3,true,true,3337/2264/2200/1143/1338,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1-supermode3,8873282998567483677,67439,8701,3,true,true,3337/2264/2200/1143/1338,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,4,ptblend200-capd0-rgn1-supermode1,8873282998567483677,67439,8701,3,true,true,3337/2264/2200/1143/1338,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,base,13710970680498987367,67619,8683,3,true,true,3337/2316/2200/1053/1418,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200,13710970680498987367,69395,8808,3,true,true,3337/2400/2200/1100/1537,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1,13710970680498987367,69395,8808,3,true,true,3337/2400/2200/1100/1537,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1-supermode3,13710970680498987367,69395,8808,3,true,true,3337/2400/2200/1100/1537,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,5,ptblend200-capd0-rgn1-supermode1,13710970680498987367,69395,8808,3,true,true,3337/2400/2200/1100/1537,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,base,10823615099228803976,66987,8692,3,true,true,3337/2400/2200/1062/1004,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200,10823615099228803976,67288,8665,3,true,true,3337/2400/2200/1122/1004,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1,10823615099228803976,67288,8665,3,true,true,3337/2400/2200/1122/1004,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1-supermode3,10823615099228803976,67288,8665,3,true,true,3337/2400/2200/1122/1004,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,6,ptblend200-capd0-rgn1-supermode1,10823615099228803976,67288,8665,3,true,true,3337/2400/2200/1122/1004,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,base,10023678539875234051,68239,8713,3,true,true,3337/2400/2200/1135/1269,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200,10023678539875234051,68892,8703,3,true,true,3337/2400/2200/1242/1269,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1,10023678539875234051,68892,8703,3,true,true,3337/2400/2200/1242/1269,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1-supermode3,10023678539875234051,68892,8703,3,true,true,3337/2400/2200/1242/1269,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,7,ptblend200-capd0-rgn1-supermode1,10023678539875234051,68892,8703,3,true,true,3337/2400/2200/1242/1269,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,base,9293534722653228498,70833,8797,3,true,false,3337/2330/2200/1075/1923,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200,9293534722653228498,68865,8792,3,true,false,3337/2261/2200/1004/1750,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1,9293534722653228498,68865,8792,3,true,false,3337/2261/2200/1004/1750,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1-supermode3,9293534722653228498,68865,8792,3,true,false,3337/2261/2200/1004/1750,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,8,ptblend200-capd0-rgn1-supermode1,9293534722653228498,68865,8792,3,true,false,3337/2261/2200/1004/1750,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,base,12846458954284569627,67923,8660,3,true,true,3312/2400/2200/1181/1211,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200,12846458954284569627,66992,8618,3,true,true,3337/2400/2200/1181/1014,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1,12846458954284569627,66992,8618,3,true,true,3337/2400/2200/1181/1014,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1-supermode3,12846458954284569627,66992,8618,3,true,true,3337/2400/2200/1181/1014,
spd2_gut0,preset,106402,302754/303124/303044/303144/303064/303054,917827000,9,ptblend200-capd0-rgn1-supermode1,12846458954284569627,66992,8618,3,true,true,3337/2400/2200/1181/1014,
